Timestamp,IR_Presence_L1,IR_Presence_L2,IR_Presence_L3,IR_Presence_L4,Vehicle_Count,Average_Speed_kmph,Car_Count,Bike_Count,Bus_Count,Truck_Count,Van_Count,Ambulance_Count,Fire_Truck_Count,Police_Car_Count,Vehicle_Density_Percent,Signal_Duration_Class
10:52:32,1,0,0,0,53,41.5,32,13,0,4,0,1,1,1,26.5,Emergency
10:52:42,1,0,1,1,74,35.9,34,28,3,3,1,1,1,1,37.0,Emergency
10:52:51,0,1,1,1,75,37.0,57,0,4,3,8,1,1,0,37.5,Emergency
10:53:00,0,0,1,1,83,39.9,22,51,1,2,6,1,0,0,41.5,Emergency
10:53:09,0,1,1,1,113,41.1,36,57,4,6,8,0,0,1,56.5,Emergency
10:53:19,1,1,1,1,45,42.7,23,6,0,2,9,1,0,0,22.5,Emergency
10:53:28,1,0,1,0,26,44.9,5,1,4,6,7,0,0,1,13.0,Emergency
10:53:37,1,0,0,1,72,45.2,44,17,0,8,0,1,1,0,36.0,Emergency
10:53:47,1,1,1,0,56,37.1,26,21,2,4,1,0,0,0,28.0,Low
10:53:56,0,0,0,1,53,45.8,9,31,0,4,3,1,1,1,26.5,Emergency
10:54:05,1,1,1,1,82,38.1,30,32,3,6,8,1,0,1,41.0,Emergency
10:54:15,0,0,0,0,67,34.8,47,10,1,3,2,1,0,0,33.5,Emergency
10:54:24,0,1,1,1,110,43.3,70,27,4,0,3,1,0,1,55.0,Emergency
10:54:33,0,1,0,1,61,42.3,19,28,1,4,6,0,1,0,30.5,Emergency
10:54:43,1,0,1,1,95,32.3,50,32,1,5,4,0,0,0,47.5,Low
10:54:52,1,0,1,0,42,44.5,22,10,1,1,5,0,0,0,21.0,Low
10:55:01,1,1,0,0,78,21.2,35,28,4,0,9,1,0,0,39.0,Emergency
10:55:11,1,0,1,1,47,36.9,18,21,1,3,1,0,1,1,23.5,Emergency
10:55:20,0,1,0,1,35,45.9,0,19,1,8,4,0,1,1,17.5,Emergency
10:55:29,0,0,1,0,46,42.9,22,8,4,1,4,1,1,1,23.0,Emergency
10:55:39,0,0,0,0,54,45.0,30,5,3,9,2,0,1,0,27.0,Emergency
10:55:48,1,1,0,0,73,31.2,34,25,1,6,6,0,0,0,36.5,Low
10:55:57,0,0,1,1,79,43.3,35,26,4,4,5,1,0,0,39.5,Emergency
10:56:07,1,1,1,0,145,42.3,69,54,4,7,8,0,0,1,72.5,Emergency
10:56:16,0,1,0,0,50,36.0,30,2,4,2,5,1,1,1,25.0,Emergency
10:56:25,1,0,1,0,95,36.7,29,49,0,8,3,1,0,1,47.5,Emergency
10:56:34,1,0,1,1,83,45.3,35,27,1,7,9,1,0,1,41.5,Emergency
10:56:44,1,0,1,0,50,43.0,0,31,2,7,9,0,0,0,25.0,Low
10:56:53,1,0,1,1,72,42.4,56,9,2,1,3,0,1,0,36.0,Emergency
10:57:02,1,0,0,0,132,43.6,59,57,0,9,5,0,1,1,66.0,Emergency
10:57:12,0,0,0,1,33,28.8,24,0,1,1,5,0,0,0,16.5,Low
10:57:21,1,1,0,0,81,31.2,24,37,1,8,8,0,1,1,40.5,Emergency
10:57:30,0,0,1,0,67,40.1,23,25,3,8,6,0,0,0,33.5,Low
10:57:40,1,0,0,0,102,32.4,70,21,1,6,1,0,1,1,51.0,Emergency
10:57:49,1,0,0,1,47,52.4,35,2,0,1,8,0,0,0,23.5,Low
10:57:58,1,0,0,0,38,44.1,19,9,3,1,4,0,0,0,19.0,Low
10:58:08,0,0,1,0,25,43.9,10,1,3,4,4,0,1,0,12.5,Emergency
10:58:17,1,0,1,1,50,35.0,26,18,0,0,5,0,1,0,25.0,Emergency
10:58:26,0,1,0,1,64,45.2,38,16,3,3,4,0,0,0,32.0,Low
10:58:36,0,1,1,1,99,36.0,42,50,0,2,0,1,1,0,49.5,Emergency
10:58:45,0,0,0,1,98,40.2,41,33,2,7,9,1,0,1,49.0,Emergency
10:58:54,1,1,1,0,71,45.2,36,23,3,0,3,1,1,1,35.5,Emergency
10:59:04,0,0,0,0,39,45.0,13,18,2,2,0,1,1,0,19.5,Emergency
10:59:13,1,1,1,0,145,37.7,86,45,4,3,5,0,0,0,72.5,Medium
10:59:22,0,1,1,0,105,34.5,69,22,3,3,7,0,1,0,52.5,Emergency
10:59:32,0,0,1,1,102,39.3,35,47,4,4,9,1,0,1,51.0,Emergency
10:59:41,1,1,1,1,126,35.7,73,38,1,6,6,0,0,1,63.0,Emergency
10:59:50,0,0,1,1,74,44.6,14,47,2,3,2,1,1,0,37.0,Emergency
11:00:00,1,1,0,1,45,41.1,23,7,3,5,7,0,0,0,22.5,Low
11:00:09,1,1,1,0,59,40.1,23,22,4,1,4,1,1,1,29.5,Emergency
11:00:18,0,0,1,1,37,40.4,22,11,2,0,0,0,1,0,18.5,Emergency
11:00:27,0,1,1,0,33,37.1,0,19,3,0,5,1,1,0,16.5,Emergency
11:00:37,1,0,0,1,36,41.7,8,16,4,2,3,1,0,1,18.0,Emergency
11:00:46,0,1,0,1,50,39.0,18,18,2,3,5,0,0,1,25.0,Emergency
11:00:55,0,0,0,1,60,35.8,17,26,4,6,1,1,0,1,30.0,Emergency
11:01:05,0,1,1,1,121,39.9,87,17,2,8,0,1,1,1,60.5,Emergency
11:01:14,1,0,1,0,102,38.0,41,44,1,9,5,1,1,0,51.0,Emergency
11:01:23,0,0,1,1,110,37.5,76,13,3,7,4,1,1,1,55.0,Emergency
11:01:33,0,1,1,0,50,45.0,33,2,3,5,4,1,1,0,25.0,Emergency
11:01:42,1,0,0,0,84,44.4,43,30,3,7,0,0,1,0,42.0,Emergency
11:01:51,1,1,0,0,24,41.0,3,10,0,1,5,0,0,1,12.0,Emergency
11:02:01,0,0,1,0,84,40.0,7,60,3,6,5,0,0,0,42.0,Low
11:02:10,1,0,0,0,93,39.3,14,63,1,5,6,1,1,1,46.5,Emergency
11:02:19,1,1,0,1,89,41.6,64,14,1,2,7,0,0,0,44.5,Low
11:02:29,1,1,0,0,54,43.5,42,0,1,1,8,0,0,0,27.0,Low
11:02:38,0,1,1,1,53,47.2,28,11,2,5,2,1,1,1,26.5,Emergency
11:02:47,1,0,1,0,71,30.7,43,14,4,5,2,1,1,0,35.5,Emergency
11:02:57,0,1,1,0,40,39.2,2,31,2,3,0,1,0,0,20.0,Emergency
11:03:06,0,0,0,1,24,46.0,2,6,1,3,8,1,0,1,12.0,Emergency
11:03:15,1,0,1,1,35,49.2,17,10,3,2,1,1,1,0,17.5,Emergency
11:03:25,1,1,0,0,60,45.0,38,8,2,6,3,1,1,1,30.0,Emergency
11:03:34,0,1,1,1,33,30.0,23,1,2,2,0,0,0,1,16.5,Emergency
11:03:43,1,0,0,1,36,43.5,18,9,2,1,4,0,0,0,18.0,Low
11:03:52,1,0,1,1,21,32.4,0,13,1,2,1,1,1,0,10.5,Emergency
11:04:02,0,1,0,1,62,37.0,46,3,0,1,9,1,1,0,31.0,Emergency
11:04:11,1,1,0,1,90,44.4,18,61,2,4,2,0,1,1,45.0,Emergency
11:04:20,1,1,0,1,58,37.2,7,32,2,5,9,0,0,1,29.0,Emergency
11:04:30,0,0,1,1,89,35.1,64,2,4,8,9,1,0,1,44.5,Emergency
11:04:39,0,1,1,0,32,42.6,6,6,2,7,8,1,0,1,16.0,Emergency
11:04:48,1,1,1,1,102,43.9,43,45,4,3,5,0,1,0,51.0,Emergency
11:04:58,1,0,1,0,99,50.7,47,40,1,2,9,0,0,0,49.5,Low
11:05:07,1,0,1,0,95,33.9,66,18,0,6,0,0,1,0,47.5,Emergency
11:05:16,0,0,1,1,42,50.2,12,11,3,7,4,0,0,1,21.0,Emergency
11:05:26,1,0,1,1,42,43.7,6,29,1,2,2,0,1,0,21.0,Emergency
11:05:35,0,1,1,1,39,44.6,24,5,0,5,1,0,1,1,19.5,Emergency
11:05:44,0,0,1,1,67,40.5,40,11,4,8,2,1,0,1,33.5,Emergency
11:05:54,0,0,1,1,93,35.9,45,37,4,0,1,1,1,1,46.5,Emergency
11:06:03,1,1,1,0,64,45.6,20,29,0,5,5,1,1,0,32.0,Emergency
11:06:12,0,1,0,0,68,43.4,34,28,3,0,0,1,1,0,34.0,Emergency
11:06:22,0,1,1,1,30,35.0,13,0,0,7,6,1,0,1,15.0,Emergency
11:06:31,1,1,1,1,23,46.1,9,5,0,5,2,0,0,1,11.5,Emergency
11:06:40,0,0,1,1,54,26.0,11,23,4,7,5,0,1,1,27.0,Emergency
11:06:50,1,1,0,1,75,39.2,4,52,1,7,5,1,0,1,37.5,Emergency
11:06:59,1,0,0,0,68,39.7,30,20,1,5,7,0,1,1,34.0,Emergency
11:07:08,1,1,0,1,88,42.2,52,28,0,3,1,1,1,0,44.0,Emergency
11:07:17,1,0,0,1,29,42.1,4,22,2,0,0,0,0,1,14.5,Emergency
11:07:27,1,0,1,0,32,35.3,8,17,2,0,2,1,0,1,16.0,Emergency
11:07:36,0,0,1,1,45,39.4,25,10,0,3,3,0,0,1,22.5,Emergency
11:07:45,0,1,1,0,114,47.3,62,39,2,4,4,0,0,0,57.0,Medium
11:07:55,0,1,1,0,138,41.2,79,38,1,9,8,1,0,1,69.0,Emergency
11:08:04,1,1,0,1,107,49.1,64,27,3,3,7,0,1,0,53.5,Emergency
11:08:13,0,0,1,1,21,34.5,13,1,4,0,2,0,0,0,10.5,Low
11:08:23,1,1,0,1,126,41.6,41,68,2,6,4,1,1,0,63.0,Emergency
11:08:32,1,1,0,1,93,42.3,17,56,4,4,8,1,0,1,46.5,Emergency
11:08:41,1,0,1,0,45,43.7,10,23,1,4,3,0,1,0,22.5,Emergency
11:08:51,1,0,0,1,42,36.9,3,22,4,0,8,1,1,0,21.0,Emergency
11:09:00,0,0,1,1,25,38.1,1,14,3,1,3,1,1,0,12.5,Emergency
11:09:09,1,0,0,0,105,36.4,69,25,0,2,6,1,1,1,52.5,Emergency
11:09:19,1,0,0,0,68,44.9,17,40,2,5,3,0,0,0,34.0,Low
11:09:28,0,1,1,1,96,40.4,29,54,1,2,9,0,0,0,48.0,Low
11:09:37,0,1,1,1,70,39.3,33,21,3,1,8,1,0,0,35.0,Emergency
11:09:47,0,1,0,0,84,46.2,15,54,2,5,2,1,1,0,42.0,Emergency
11:09:56,0,0,0,0,109,45.0,77,22,4,1,4,0,0,1,54.5,Emergency
11:10:05,1,0,0,1,83,38.5,17,43,4,6,8,1,0,0,41.5,Emergency
11:10:15,1,0,1,1,73,42.6,35,20,4,4,7,0,0,0,36.5,Low
11:10:24,1,0,0,0,50,47.6,5,25,4,4,8,0,1,0,25.0,Emergency
11:10:33,0,1,1,0,100,47.0,60,25,1,4,8,0,0,0,50.0,Medium
11:10:42,1,1,0,0,91,38.8,51,29,1,5,4,0,0,1,45.5,Emergency
11:10:52,0,0,1,1,71,44.1,18,31,4,8,7,0,1,0,35.5,Emergency
11:11:01,0,1,0,0,30,41.0,13,2,4,7,2,1,0,0,15.0,Emergency
11:11:10,1,1,1,0,34,36.9,15,5,3,0,7,0,1,0,17.0,Emergency
11:11:20,1,1,1,0,49,44.3,13,21,3,2,7,1,1,1,24.5,Emergency
11:11:29,1,1,0,0,52,41.1,23,8,3,5,9,0,1,1,26.0,Emergency
11:11:38,1,1,1,1,95,52.4,36,37,2,7,9,0,1,0,47.5,Emergency
11:11:48,1,0,1,0,60,37.4,28,6,4,8,8,1,1,1,30.0,Emergency
11:11:57,1,1,0,1,92,43.9,49,17,4,7,9,1,1,0,46.0,Emergency
11:12:06,0,1,0,1,70,34.5,50,9,3,1,2,0,1,0,35.0,Emergency
11:12:16,1,0,0,1,58,36.1,16,30,4,1,5,0,0,1,29.0,Emergency
11:12:25,1,0,1,1,111,45.6,71,20,4,9,2,1,0,0,55.5,Emergency
11:12:34,1,0,0,1,57,34.6,14,27,3,2,5,1,1,1,28.5,Emergency
11:12:44,0,0,1,1,78,42.3,14,44,3,7,9,1,0,0,39.0,Emergency
11:12:53,1,0,1,1,62,43.0,42,2,2,5,6,1,0,0,31.0,Emergency
11:13:02,1,1,0,0,61,37.0,28,14,1,8,8,0,1,1,30.5,Emergency
11:13:12,0,0,0,0,101,41.3,65,23,2,7,2,0,1,0,50.5,Emergency
11:13:21,0,0,1,1,94,46.2,65,14,4,2,4,0,0,1,47.0,Emergency
11:13:30,0,1,0,0,65,38.3,45,6,3,0,8,0,0,1,32.5,Emergency
11:13:40,0,0,0,1,116,38.9,52,51,1,7,1,1,0,0,58.0,Emergency
11:13:49,0,0,0,0,41,31.6,18,11,3,0,6,0,0,1,20.5,Emergency
11:13:58,0,0,0,0,36,37.5,21,5,2,1,1,1,1,0,18.0,Emergency
11:14:07,1,1,1,0,31,38.0,20,0,0,2,2,1,1,1,15.5,Emergency
11:14:17,0,1,0,1,22,37.1,0,12,2,5,0,0,0,0,11.0,Low
11:14:26,0,1,0,0,41,38.6,22,5,2,5,5,0,1,0,20.5,Emergency
11:14:35,0,0,1,0,46,40.6,2,35,4,3,0,1,0,1,23.0,Emergency
11:14:45,1,1,1,0,123,43.0,49,51,3,9,6,1,0,0,61.5,Emergency
11:14:54,0,1,1,1,41,36.5,27,2,1,2,9,0,0,0,20.5,Low
11:15:03,1,0,0,1,92,40.9,52,30,1,0,6,1,0,0,46.0,Emergency
11:15:13,0,1,0,1,30,39.6,6,10,2,0,6,1,1,0,15.0,Emergency
11:15:22,0,1,0,0,51,38.5,28,10,4,2,6,0,1,0,25.5,Emergency
11:15:31,0,0,0,1,70,45.4,42,20,0,3,0,0,1,1,35.0,Emergency
11:15:41,1,1,1,0,31,38.2,1,23,2,0,0,1,1,0,15.5,Emergency
11:15:50,1,1,1,0,33,39.0,2,14,3,9,4,0,0,0,16.5,Low
11:15:59,1,0,1,0,118,40.6,89,7,3,8,8,1,1,1,59.0,Emergency
11:16:09,1,1,0,0,64,40.9,30,18,2,5,5,0,0,0,32.0,Low
11:16:18,1,0,1,0,58,30.4,18,23,3,3,7,0,0,1,29.0,Emergency
11:16:27,1,0,1,1,80,35.2,55,4,3,9,7,0,1,1,40.0,Emergency
11:16:37,0,1,0,0,103,38.7,50,33,3,7,3,1,1,1,51.5,Emergency
11:16:46,1,1,0,0,124,39.0,89,14,0,9,6,1,1,0,62.0,Emergency
11:16:55,1,1,1,0,128,35.4,86,29,2,6,0,0,0,1,64.0,Emergency
11:17:05,1,1,1,0,91,41.9,64,20,0,3,2,0,1,0,45.5,Emergency
11:17:14,0,1,0,1,67,43.4,51,1,0,8,3,1,0,1,33.5,Emergency
11:17:23,1,1,1,0,54,38.7,0,33,2,7,9,1,1,0,27.0,Emergency
11:17:32,1,0,0,1,107,39.3,57,25,2,8,9,1,1,0,53.5,Emergency
11:17:42,0,1,1,0,44,42.5,18,6,3,4,9,1,0,0,22.0,Emergency
11:17:51,1,0,1,0,29,42.6,22,0,1,4,0,1,1,0,14.5,Emergency
11:18:00,0,0,0,0,82,38.4,51,17,0,3,6,0,1,0,41.0,Emergency
11:18:10,1,0,0,0,88,41.7,45,25,4,7,2,1,1,1,44.0,Emergency
11:18:19,1,1,0,1,70,40.2,35,20,0,5,9,0,0,1,35.0,Emergency
11:18:28,1,0,1,0,48,38.9,7,28,4,0,7,0,0,1,24.0,Emergency
11:18:38,1,1,1,0,47,36.2,33,1,1,2,7,1,0,1,23.5,Emergency
11:18:47,0,1,1,1,30,44.4,13,2,1,5,5,0,0,1,15.0,Emergency
11:18:56,0,0,1,0,62,37.2,1,40,4,7,7,0,0,0,31.0,Low
11:19:06,1,1,1,1,49,44.4,37,2,2,6,0,0,1,0,24.5,Emergency
11:19:15,0,1,1,0,104,47.0,12,72,3,9,7,0,0,0,52.0,Medium
11:19:24,0,1,0,0,60,41.2,22,11,4,9,7,1,1,1,30.0,Emergency
11:19:34,0,0,1,1,122,33.8,71,38,4,0,5,0,1,1,61.0,Emergency
11:19:43,0,1,1,1,122,47.4,78,34,3,4,0,0,1,1,61.0,Emergency
11:19:52,0,1,1,1,85,34.5,51,14,3,8,5,1,1,0,42.5,Emergency
11:20:02,1,0,0,1,104,44.4,65,27,1,1,6,0,0,0,52.0,Medium
11:20:11,1,0,1,0,53,40.4,4,34,2,6,4,1,1,1,26.5,Emergency
11:20:20,0,1,1,0,71,37.4,48,2,3,5,8,1,1,0,35.5,Emergency
11:20:30,0,1,0,0,40,39.0,19,14,1,0,2,0,0,0,20.0,Low
11:20:39,0,1,1,0,33,32.1,18,3,2,6,3,1,0,0,16.5,Emergency
11:20:48,0,1,1,1,33,40.0,17,1,2,3,8,0,1,1,16.5,Emergency
11:20:57,1,1,0,1,44,41.3,27,7,2,0,3,1,0,1,22.0,Emergency
11:21:07,1,0,1,1,46,40.9,33,1,0,9,1,1,1,0,23.0,Emergency
11:21:16,0,1,1,1,58,42.3,39,4,2,6,5,0,1,1,29.0,Emergency
11:21:25,1,0,0,1,106,36.0,71,22,2,1,5,1,1,0,53.0,Emergency
11:21:35,0,1,1,1,72,39.6,50,7,1,8,3,0,1,0,36.0,Emergency
11:21:44,0,0,0,1,87,37.7,45,29,3,1,7,1,0,0,43.5,Emergency
11:21:53,0,0,0,1,58,36.4,28,12,0,9,3,0,1,1,29.0,Emergency
11:22:03,1,1,1,0,42,48.7,14,18,0,5,1,1,0,1,21.0,Emergency
11:22:12,1,0,1,1,79,43.4,15,41,4,9,8,0,1,1,39.5,Emergency
11:22:21,0,1,0,1,20,41.3,3,3,1,3,4,0,1,1,10.0,Emergency
11:22:31,1,0,1,0,71,39.3,8,44,1,8,9,0,0,0,35.5,Low
11:22:40,0,1,1,1,58,35.5,37,2,2,8,2,1,1,1,29.0,Emergency
11:22:49,0,0,1,1,102,38.9,74,8,0,8,7,1,1,1,51.0,Emergency
11:22:59,0,0,1,1,57,42.5,15,35,1,1,4,1,0,0,28.5,Emergency
11:23:08,1,1,0,0,43,38.1,26,4,4,1,1,1,1,1,21.5,Emergency
11:23:17,1,0,1,1,104,43.6,57,35,1,8,1,0,1,1,52.0,Emergency
11:23:27,0,0,1,1,68,39.1,33,17,1,9,5,0,1,0,34.0,Emergency
11:23:36,0,1,1,1,71,42.3,52,1,1,6,6,1,1,0,35.5,Emergency
11:23:45,0,1,0,0,62,36.9,40,9,3,3,3,0,0,1,31.0,Emergency
11:23:55,0,1,0,0,61,46.5,37,11,2,0,4,1,1,1,30.5,Emergency
11:24:04,0,0,0,1,40,36.0,4,25,0,2,4,0,0,1,20.0,Emergency
11:24:13,1,0,1,0,36,39.6,9,12,3,1,9,0,1,0,18.0,Emergency
11:24:22,1,1,0,0,92,37.1,45,32,4,7,1,1,1,1,46.0,Emergency
11:24:32,0,0,1,1,114,31.9,26,69,4,1,9,1,0,1,57.0,Emergency
11:24:41,1,0,0,1,79,46.0,54,10,3,0,7,1,0,0,39.5,Emergency
11:24:50,1,0,0,1,48,38.6,23,16,1,1,3,0,1,1,24.0,Emergency
11:25:00,0,0,1,0,64,40.4,24,27,3,1,5,1,0,1,32.0,Emergency
11:25:09,1,1,1,0,86,27.8,43,29,2,5,2,0,0,1,43.0,Emergency
11:25:18,1,0,0,0,30,35.7,11,5,1,7,4,0,1,0,15.0,Emergency
11:25:28,1,0,0,1,43,47.3,31,1,4,1,1,1,0,1,21.5,Emergency
11:25:37,1,1,1,0,83,44.3,26,33,2,8,9,1,1,1,41.5,Emergency
11:25:46,1,1,1,1,97,44.6,18,63,3,2,8,1,0,1,48.5,Emergency
11:25:56,0,0,1,0,60,46.1,49,5,1,1,2,0,0,1,30.0,Emergency
11:26:05,0,1,0,1,30,37.5,0,18,2,1,7,0,0,1,15.0,Emergency
11:26:14,0,0,1,0,69,33.8,18,27,3,7,9,1,0,0,34.5,Emergency
11:26:24,1,1,0,0,107,38.0,81,6,3,5,9,1,0,0,53.5,Emergency
11:26:33,0,0,1,0,63,35.7,1,47,3,7,1,1,1,1,31.5,Emergency
11:26:42,1,0,1,1,73,41.0,40,15,2,6,5,1,0,1,36.5,Emergency
11:26:52,1,0,0,0,109,46.6,3,92,2,9,2,0,1,0,54.5,Emergency
11:27:01,1,0,0,0,60,29.4,30,20,2,1,2,0,0,1,30.0,Emergency
11:27:10,0,0,1,0,34,48.4,19,7,0,4,3,1,0,0,17.0,Emergency
11:27:20,0,1,1,1,31,39.6,6,7,1,7,7,1,1,1,15.5,Emergency
11:27:29,0,1,0,0,30,50.8,4,10,4,5,3,1,1,1,15.0,Emergency
11:27:38,1,1,0,1,53,35.2,13,23,3,4,9,0,0,1,26.5,Emergency
11:27:47,1,1,1,0,69,36.3,44,3,1,9,9,0,1,1,34.5,Emergency
11:27:57,0,0,0,0,39,44.0,20,13,0,2,0,1,1,1,19.5,Emergency
11:28:06,1,1,0,1,28,39.8,16,1,2,6,1,0,0,1,14.0,Emergency
11:28:15,1,1,0,1,99,45.1,71,25,0,0,0,1,0,1,49.5,Emergency
11:28:25,1,0,0,1,101,35.1,78,14,3,4,0,0,0,1,50.5,Emergency
11:28:34,0,0,0,1,91,36.3,46,29,2,3,8,0,0,1,45.5,Emergency
11:28:43,0,1,1,0,107,48.2,47,44,3,3,4,1,1,0,53.5,Emergency
11:28:53,1,1,1,1,114,38.8,60,45,2,2,0,1,1,0,57.0,Emergency
11:29:02,0,0,0,1,52,41.2,32,6,1,5,3,1,1,0,26.0,Emergency
11:29:11,1,0,1,1,57,36.9,0,42,1,9,1,1,1,0,28.5,Emergency
11:29:21,1,1,0,0,59,38.3,5,30,4,7,7,1,0,1,29.5,Emergency
11:29:30,0,0,1,1,19,35.0,11,0,2,1,0,1,1,1,9.5,Emergency
11:29:39,0,1,0,0,64,35.1,32,26,0,4,0,1,0,1,32.0,Emergency
11:29:49,1,0,1,0,53,35.5,14,27,4,1,3,1,1,1,26.5,Emergency
11:29:58,1,0,0,0,56,39.9,8,30,4,4,5,1,1,1,28.0,Emergency
11:30:07,1,1,0,1,62,42.6,15,30,1,3,9,0,0,1,31.0,Emergency
11:30:17,0,1,0,1,91,34.3,27,54,3,0,6,1,0,0,45.5,Emergency
11:30:26,0,1,0,1,49,40.6,24,18,0,2,2,0,0,1,24.5,Emergency
11:30:35,0,1,0,1,125,34.2,70,36,2,9,8,0,0,0,62.5,Medium
11:30:45,0,1,0,1,72,40.5,35,18,2,4,7,1,1,0,36.0,Emergency
11:30:54,0,0,1,1,74,36.2,21,39,4,0,5,1,0,0,37.0,Emergency
11:31:03,0,1,0,0,87,51.2,42,31,2,2,5,1,0,0,43.5,Emergency
11:31:12,1,1,1,1,46,45.5,26,15,3,1,0,0,0,0,23.0,Low
11:31:22,1,1,0,0,50,43.8,4,23,4,9,7,0,1,0,25.0,Emergency
11:31:31,1,1,0,0,97,41.2,48,34,0,4,5,1,0,1,48.5,Emergency
11:31:40,0,0,1,0,59,34.6,10,33,0,1,9,1,1,0,29.5,Emergency
11:31:50,1,1,0,1,15,44.0,6,1,0,6,1,0,1,0,7.5,Emergency
11:31:59,1,1,0,1,92,38.6,58,26,1,0,4,1,1,0,46.0,Emergency
11:32:08,0,1,0,1,50,37.7,20,8,4,8,9,1,0,0,25.0,Emergency
11:32:18,1,0,1,1,20,41.1,0,9,3,2,5,0,0,0,10.0,Low
11:32:27,1,0,0,1,145,37.0,85,46,0,9,2,1,0,1,72.5,Emergency
11:32:36,0,0,0,0,64,42.9,46,7,0,2,4,1,1,0,32.0,Emergency
11:32:46,0,0,0,1,34,40.0,9,7,3,5,9,0,0,0,17.0,Low
11:32:55,0,1,1,0,132,44.3,86,30,4,8,2,1,0,0,66.0,Emergency
11:33:04,0,0,1,0,67,49.0,30,25,1,5,4,0,0,0,33.5,Low
11:33:14,1,1,1,0,70,48.7,22,45,0,2,0,1,0,0,35.0,Emergency
11:33:23,0,1,1,1,60,47.4,4,45,1,1,4,0,0,1,30.0,Emergency
11:33:32,1,0,1,0,27,42.0,2,14,3,5,3,0,0,0,13.5,Low
11:33:42,0,1,0,0,59,33.2,24,16,1,6,5,1,1,1,29.5,Emergency
11:33:51,0,1,0,1,68,52.2,54,0,4,1,4,1,1,0,34.0,Emergency
11:34:00,1,0,0,1,96,33.4,23,46,2,9,9,1,1,1,48.0,Emergency
11:34:10,0,1,0,0,67,41.3,4,49,3,2,7,0,0,1,33.5,Emergency
11:34:19,1,0,1,1,70,36.5,4,49,2,9,2,1,0,1,35.0,Emergency
11:34:28,1,0,1,1,58,44.9,21,18,4,5,9,0,0,0,29.0,Low
11:34:37,0,0,0,1,37,33.4,22,3,1,8,0,0,0,0,18.5,Low
11:34:47,1,0,1,0,44,46.7,16,7,1,9,5,1,1,1,22.0,Emergency
11:34:56,0,1,1,1,130,30.3,74,37,2,4,9,1,0,1,65.0,Emergency
11:35:05,0,0,1,1,38,51.8,22,3,1,8,2,0,0,1,19.0,Emergency
11:35:15,0,0,0,0,37,41.3,16,17,0,1,2,0,0,0,18.5,Low
11:35:24,0,1,1,0,66,37.4,11,35,2,8,9,0,1,0,33.0,Emergency
11:35:33,1,0,1,0,84,38.6,37,29,1,6,6,1,0,1,42.0,Emergency
11:35:43,0,1,0,1,70,36.9,38,25,1,3,2,0,0,1,35.0,Emergency
11:35:52,1,1,0,1,42,37.4,11,21,1,1,3,0,1,0,21.0,Emergency
11:36:01,0,0,1,0,75,38.0,27,37,0,2,5,1,0,0,37.5,Emergency
11:36:11,0,0,0,1,65,39.8,34,13,2,6,8,0,0,1,32.5,Emergency
11:36:20,0,0,1,1,38,41.4,20,8,2,4,1,1,0,0,19.0,Emergency
11:36:29,1,1,1,1,37,39.5,3,14,3,5,8,0,1,0,18.5,Emergency
11:36:39,1,0,0,1,52,45.1,9,24,3,9,2,0,1,0,26.0,Emergency
11:36:48,1,1,0,0,78,41.1,1,55,4,8,6,1,0,1,39.0,Emergency
11:36:57,1,1,0,1,99,39.5,6,76,2,0,9,0,1,1,49.5,Emergency
11:37:07,0,1,0,0,108,55.8,42,55,1,8,0,1,1,0,54.0,Emergency
11:37:16,0,0,1,1,33,42.6,12,8,3,2,6,1,0,0,16.5,Emergency
11:37:25,0,1,1,0,89,49.4,56,21,1,1,7,0,1,1,44.5,Emergency
11:37:35,0,0,0,1,137,40.1,72,47,1,7,6,0,1,1,68.5,Emergency
11:37:44,1,1,1,1,48,45.9,33,3,2,0,7,1,1,0,24.0,Emergency
11:37:53,0,1,0,1,94,37.7,0,78,2,5,6,1,0,1,47.0,Emergency
11:38:03,0,1,1,1,88,38.8,46,28,3,1,6,0,1,1,44.0,Emergency
11:38:12,0,1,1,0,78,34.4,49,11,3,4,9,0,0,0,39.0,Low
11:38:21,0,1,1,1,81,37.3,34,30,3,4,6,1,1,0,40.5,Emergency
11:38:30,1,0,0,1,23,36.3,1,10,2,3,4,0,1,0,11.5,Emergency
11:38:40,0,1,0,0,33,41.7,10,8,0,8,2,1,1,0,16.5,Emergency
11:38:49,1,1,0,1,153,41.7,88,44,2,7,7,0,1,1,76.5,Emergency
11:38:58,0,1,0,0,75,37.6,17,39,0,6,8,1,0,0,37.5,Emergency
11:39:08,1,0,0,1,81,40.2,44,25,4,5,2,1,0,0,40.5,Emergency
11:39:17,1,0,0,1,120,46.6,60,37,3,7,7,1,1,1,60.0,Emergency
11:39:26,0,0,1,1,82,37.1,47,18,2,1,8,1,1,0,41.0,Emergency
11:39:36,1,0,1,1,83,40.1,64,5,2,6,4,1,1,0,41.5,Emergency
11:39:45,1,1,1,0,47,34.2,21,7,1,8,6,1,0,1,23.5,Emergency
11:39:54,1,0,0,0,45,43.6,23,5,3,9,2,1,0,1,22.5,Emergency
11:40:04,0,0,0,1,86,45.7,63,16,1,1,3,0,0,0,43.0,Low
11:40:13,0,0,0,0,68,36.8,33,18,2,8,4,0,0,1,34.0,Emergency
11:40:22,1,1,1,1,93,34.6,70,17,4,0,2,0,0,0,46.5,Low
